"model_id","target_end_date","wis","ae_median","interval_coverage_50","interval_coverage_95","wis_relative_skill","wis_scaled_relative_skill","ae_median_relative_skill","ae_median_scaled_relative_skill"
"NIH-Flu_ARIMA",2024-12-14,43.369641943734,60.7777777777778,0.117647058823529,0.516339869281046,0.801647492249603,0.670275264434366,0.800936905719309,0.637698176895683
"NIH-Flu_ARIMA",2024-12-21,95.1978090366581,129.651960784314,0.0931372549019608,0.446078431372549,0.891598116784154,0.691692062197171,0.890306889280588,0.717497238675712
"NIH-Flu_ARIMA",2024-12-28,229.980603154305,284.475490196078,0.0441176470588235,0.161764705882353,0.974132615097295,0.763172793941939,0.945326425716733,0.806799213294741
"NIH-Flu_ARIMA",2025-01-04,286.04208226769,354.68137254902,0.0588235294117647,0.294117647058824,0.925666870737067,0.756463656476073,0.91979311444017,0.82632834039699
"OHT_JHU-nbxd",2024-11-30,27.4279734949833,38.0338461538461,0.403846153846154,0.865384615384615,0.933253458926645,0.861852261353947,1.00133650823859,0.902819952854432
"OHT_JHU-nbxd",2024-12-07,36.0972418896321,51.5539423076923,0.557692307692308,0.855769230769231,0.989368661148791,0.872416131627736,1.01389967927263,0.867086018102738
"OHT_JHU-nbxd",2024-12-14,41.9364081939799,65.2515384615385,0.455128205128205,0.903846153846154,0.768764408580359,0.642780988190866,0.83736003617683,0.666697919227116
"OHT_JHU-nbxd",2024-12-21,85.564602173913,138.843461538462,0.293269230769231,0.807692307692308,0.765656879008119,0.593988228111956,0.914738254616545,0.737186446269951
"OHT_JHU-nbxd",2024-12-28,213.778615384615,297.400913461538,0.105769230769231,0.480769230769231,0.83721132778763,0.65590341422221,0.921473047536078,0.786441285887832
"OHT_JHU-nbxd",2025-01-04,323.381375857023,428.340721153846,0.0769230769230769,0.336538461538462,1.04156894769344,0.851179921797068,1.10895280370266,0.996266568509752
"PSI-PROF",2024-11-30,22.5113742474916,27.6153846153846,0.730769230769231,0.961538461538462,0.72381289531286,0.668435540908689,0.693375515527118,0.625157721793015
"PSI-PROF",2024-12-07,24.7481529682274,34.9656730769231,0.605769230769231,0.961538461538462,0.618223255748621,0.545143547033581,0.619965013880595,0.530193475980167
"PSI-PROF",2024-12-14,37.7287384615385,60.2132051282051,0.423076923076923,0.92948717948718,0.657946238338741,0.550123455945127,0.730945199140979,0.581971460641132
"PSI-PROF",2024-12-21,89.3539371446488,144.105144230769,0.192307692307692,0.826923076923077,0.770474147200701,0.597725412060147,0.920834311935808,0.742099251445382
"PSI-PROF",2024-12-28,208.237192767559,308.727403846154,0.0961538461538462,0.701923076923077,0.815505618281503,0.638898330200227,0.957053060051393,0.816807438071306
"PSI-PROF",2025-01-04,264.823287249164,376.286346153846,0.173076923076923,0.730769230769231,0.804268309588003,0.657255612674493,0.913221907141738,0.820424866304751
"PSI-PROF_beta",2024-12-07,16.8528647993311,24.2284615384615,0.596153846153846,0.884615384615385,0.582961504341592,0.514050060889377,0.599787897675656,0.512938025855665
"PSI-PROF_beta",2024-12-14,29.7097262123746,40.8077884615385,0.528846153846154,0.846153846153846,0.635583774784531,0.531425703732194,0.609932754768652,0.485622529025078
"PSI-PROF_beta",2024-12-21,76.5610925027871,110.635256410256,0.384615384615385,0.769230769230769,0.729234994715753,0.565732528844488,0.77887526637257,0.627694629372911
"PSI-PROF_beta",2024-12-28,208.972211162207,284.871730769231,0.115384615384615,0.576923076923077,0.814800072118983,0.63834557831844,0.877905013217543,0.749257668825248
"PSI-PROF_beta",2025-01-04,249.952759615385,342.439615384615,0.211538461538462,0.634615384615385,0.75203167026927,0.614567340651096,0.826328639776814,0.742361257993188
"SigSci-TSENS",2024-11-30,12.2756616257089,18.3478260869565,0.760869565217391,1,0.716894145076771,0.66204612924385,0.759900009937967,0.685137199634401
"SigSci-TSENS",2024-12-07,23.7601355773726,36.3010752688172,0.634408602150538,0.924731182795699,0.776612070070055,0.684809338067393,0.81306561233443,0.695332919684013
"SigSci-TSENS",2024-12-14,45.6135421100638,71.9020979020979,0.34965034965035,0.762237762237762,0.89307978797844,0.746723836643465,0.985494198832269,0.784640899238138
"SigSci-TSENS",2024-12-21,123.673922054517,163.637305699482,0.243523316062176,0.528497409326425,1.09478062293475,0.849318827032206,1.05721370381291,0.85200723740196
"SigSci-TSENS",2024-12-28,293.02933093039,342.031088082902,0.0673575129533679,0.202072538860104,1.1557847844141,0.905486059543123,1.05657339687873,0.901744161804854
"SigSci-TSENS",2025-01-04,364.93980298913,413.578125,0.0416666666666667,0.15625,1.17128234524413,0.957182927961697,1.05919503228322,0.951564932855632
"Stevens-ILIForecast",2024-11-30,61.8269899665552,72.8846153846154,0.230769230769231,0.538461538461538,2.27090418116034,2.09716222868563,2.03631292710123,1.83597015160897
"Stevens-ILIForecast",2024-12-07,91.8207441471572,106.048076923077,0.211538461538462,0.384615384615385,2.68299911391306,2.36584379517622,2.19807658786451,1.87979295685702
"Stevens-ILIForecast",2024-12-14,133.443823857302,150.487179487179,0.0961538461538462,0.275641025641026,2.59558232517915,2.17022400268287,2.06172652513435,1.64152661332903
"Stevens-ILIForecast",2024-12-21,210.176515468227,237.230769230769,0.168269230769231,0.326923076923077,1.87820095951415,1.45708775114153,1.56192653677817,1.25875469531435
"Stevens-ILIForecast",2024-12-28,353.311737040134,417.225961538462,0.144230769230769,0.298076923076923,1.4108672958909,1.10532746712194,1.30652674216039,1.11506958765522
"Stevens-ILIForecast",2025-01-04,544.464721989967,599.168269230769,0.0432692307692308,0.0913461538461538,1.79787653215541,1.46924157966664,1.57679112403128,1.41656549958684
"UGA_CEID-Walk",2024-12-07,53.23783159699,64.4354807692308,0.0961538461538462,0.346153846153846,1.86713914405099,1.64642602219913,1.60552576944008,1.37304407412757
"UGA_CEID-Walk",2024-12-14,87.897892479097,103.142798076923,0.0288461538461538,0.0961538461538462,1.89661784001988,1.58580427998699,1.5696099345687,1.24970816872633
"UGA_CEID-Walk",2024-12-21,184.826128160535,204.751057692308,0.0192307692307692,0.0512820512820513,1.78855753532761,1.38754336363021,1.45213929806587,1.17027729323386
"UGA_CEID-Walk",2024-12-28,390.139808689381,416.843177884615,0.0192307692307692,0.0336538461538462,1.55162452869991,1.21560207343893,1.30205630728685,1.11125424594791
