"model_id","reference_date","wis","ae_median","interval_coverage_50","interval_coverage_95","wis_relative_skill","wis_scaled_relative_skill","ae_median_relative_skill","ae_median_scaled_relative_skill"
"PSI-PROF",2024-11-30,60.2295794523411,92.9323076923077,0.350961538461538,0.841346153846154,0.833059177107193,0.670114799420052,0.944202899631735,0.743661731193967
"PSI-PROF",2024-12-07,95.5267002508361,149.069903846154,0.389423076923077,0.923076923076923,0.729269527653464,0.590260694749677,0.880360560230609,0.730954967199794
"PSI-PROF",2024-12-14,175.656273913043,261.020432692308,0.206730769230769,0.798076923076923,0.81365031872991,0.65528149178694,0.965596859251144,0.827195199683626
"PSI-PROF",2024-12-21,199.260737207358,287.625641025641,0.134615384615385,0.698717948717949,0.885073792391712,0.672311279465445,1.00285111839894,0.845099685307786
"PSI-PROF",2024-12-28,202.07990083612,287.759423076923,0.173076923076923,0.730769230769231,0.751396773316838,0.597334315235243,0.856062497328144,0.76036333017223
"PSI-PROF",2025-01-04,107.25933645485,144.175576923077,0.519230769230769,0.903846153846154,0.63834209865265,0.589064449915314,0.637644601367828,0.665102310136722
"PSI-PROF_beta",2024-12-07,113.662891032609,130.450384615385,0.317307692307692,0.5625,0.879771944940028,0.712075274984389,0.77522157502082,0.643659071680224
"PSI-PROF_beta",2024-12-14,166.110135430602,230.538605769231,0.322115384615385,0.697115384615385,0.761370705403284,0.613177577830154,0.843776443273762,0.722835639734246
"PSI-PROF_beta",2024-12-21,169.543577731327,253.109358974359,0.25,0.743589743589744,0.746124444792912,0.566763906502791,0.874018781726341,0.736533054447064
"PSI-PROF_beta",2024-12-28,203.503194021739,295.576730769231,0.144230769230769,0.769230769230769,0.757001535304352,0.601789906186333,0.880539166486421,0.782103754184261
"PSI-PROF_beta",2025-01-04,106.926250752508,152.557692307692,0.519230769230769,0.923076923076923,0.643231507376502,0.593576414371999,0.681340429776364,0.710679731094279
"SigSci-TSENS",2024-11-30,60.9518879962193,87.5163043478261,0.521739130434783,0.815217391304348,0.96640615798917,0.777379430556211,0.989339960348193,0.779212040059254
"SigSci-TSENS",2024-12-07,135.423434320074,174.148936170213,0.324468085106383,0.622340425531915,1.02557110538818,0.830083104019772,1.0101320224675,0.838702973196324
"SigSci-TSENS",2024-12-14,248.86042826087,290.41,0.155,0.385,1.15819960470946,0.932767734849236,1.07309791662897,0.919287834173775
"SigSci-TSENS",2024-12-21,277.042446376812,318.406666666667,0.1,0.266666666666667,1.22671623058785,0.931826437091632,1.10079448089889,0.927636268563376
"SigSci-TSENS",2024-12-28,279.524201323251,320,0.0543478260869565,0.16304347826087,1.1525210958928,0.916214208067946,1.04549994915612,0.928623582409455
"SigSci-TSENS",2025-01-04,131.95320415879,160.369565217391,0.0869565217391304,0.282608695652174,1.01526506917242,0.936890361379268,0.905558827837826,0.944553230855643
"Stevens-ILIForecast",2024-11-30,133.243252508361,150.870192307692,0.139423076923077,0.370192307692308,1.94133012605849,1.56161060796333,1.60532611025973,1.26436764253981
"Stevens-ILIForecast",2024-12-07,235.242637959866,255.182692307692,0.0817307692307692,0.211538461538462,1.84212839799896,1.4909933115122,1.53255019764802,1.27246179583556
"Stevens-ILIForecast",2024-12-14,369.046486204013,394.879807692308,0.0336538461538462,0.100961538461538,1.74300738686916,1.40374858138834,1.47834240932325,1.26644751664717
"Stevens-ILIForecast",2024-12-21,289.566323857302,353.288461538462,0.314102564102564,0.506410256410256,1.30742814097975,0.993136045635168,1.24143925748671,1.0461572077675
"Stevens-ILIForecast",2024-12-28,378.232140468227,461.519230769231,0.173076923076923,0.326923076923077,1.52745794551858,1.21427597021666,1.46395426778141,1.30029892180108
"Stevens-ILIForecast",2025-01-04,502.319088628763,564.307692307692,0.0576923076923077,0.0961538461538462,3.11689392394675,2.87628124265881,2.62201845968423,2.73492558553182
"UGA_CEID-Walk",2024-12-07,200.308988419732,218.404850961538,0.0432692307692308,0.134615384615385,1.56691953665928,1.26824305589914,1.31113384044245,1.08862190860084
"UGA_CEID-Walk",2024-12-14,313.948851440217,338.300451923077,0.00480769230769231,0.0432692307692308,1.47932179743728,1.19138673204333,1.26380040289274,1.08265640739745
"UGA_CEID-Walk",2024-12-21,361.97658835563,387.930025641026,0.0192307692307692,0.032051282051282,1.62459381174815,1.23405839555653,1.3573298471144,1.14381786649105
"UGA_CEID-Walk",2024-12-28,414.707812061037,453.093673076923,0.0192307692307692,0.0288461538461538,1.6502099170116,1.31185952053175,1.41910882838254,1.26046675095983
"UGA_CEID-Walk",2025-01-04,369.223998319398,419.194115384615,0.0384615384615385,0.134615384615385,2.2166388785775,2.04552255667641,1.89973237770702,1.98153703543331
"UGA_flucast-Copycat",2024-12-07,125.983363294314,176.543269230769,0.173076923076923,0.533653846153846,0.975551660666123,0.789598055525243,1.05566224219422,0.876506279898553
"UGA_flucast-Copycat",2024-12-14,211.839642558528,287.355769230769,0.0432692307692308,0.399038461538462,0.988852673673695,0.796382475673187,1.06944985440159,0.916162658761572
"UGA_flucast-Copycat",2024-12-21,215.197720178372,306.916666666667,0.0897435897435897,0.480769230769231,0.953287202647581,0.724126897010617,1.06606784208408,0.898372232261511
"UGA_flucast-Copycat",2025-01-04,120.597165551839,166.961538461538,0.288461538461538,0.692307692307692,0.713401155748473,0.658329225452814,0.731738073204121,0.763247554921759
"UGA_flucast-INFLAenza",2024-11-30,58.2844105351171,86.4182692307692,0.403846153846154,0.875,0.81787705928734,0.657902267444891,0.892050776031629,0.702586302875516
"UGA_flucast-INFLAenza",2024-12-07,117.926310618729,164.259615384615,0.211538461538462,0.634615384615385,0.918010075051079,0.743024689966668,0.98466403222044,0.817557144070575
"UGA_flucast-INFLAenza",2024-12-14,194.689140886288,263.490384615385,0.149038461538462,0.533653846153846,0.909359357864934,0.732361731907527,0.98124492663404,0.840600386433608
